Date,Close
7/23/2019 16:00:00,33.49
7/24/2019 16:00:00,34.11
7/25/2019 16:00:00,33.67
7/26/2019 16:00:00,34.02
7/29/2019 16:00:00,33.48
7/30/2019 16:00:00,33.87
7/31/2019 16:00:00,30.45
8/1/2019 16:00:00,29.86
8/2/2019 16:00:00,29.44
8/5/2019 16:00:00,27.99
8/6/2019 16:00:00,28.86
8/7/2019 16:00:00,29.19
8/8/2019 16:00:00,33.92
8/9/2019 16:00:00,34.19
8/12/2019 16:00:00,32.43
8/13/2019 16:00:00,32.11
8/14/2019 16:00:00,30.24
8/15/2019 16:00:00,29.67
8/16/2019 16:00:00,31.18
8/19/2019 16:00:00,31.48
8/20/2019 16:00:00,30.72
8/21/2019 16:00:00,31.7
8/22/2019 16:00:00,31.9
8/23/2019 16:00:00,29.54
8/26/2019 16:00:00,30.28
8/27/2019 16:00:00,30.2
8/28/2019 16:00:00,30.78
8/29/2019 16:00:00,31.45
8/30/2019 16:00:00,31.45
9/3/2019 16:00:00,30.9
9/4/2019 16:00:00,30.95
9/5/2019 16:00:00,31.5
9/6/2019 16:00:00,30.56
9/9/2019 16:00:00,30.5
9/10/2019 16:00:00,30.23
9/11/2019 16:00:00,29.76
9/12/2019 16:00:00,30.21
9/13/2019 16:00:00,30.69
9/16/2019 16:00:00,30.83
9/17/2019 16:00:00,30.99
9/18/2019 16:00:00,30.42
9/19/2019 16:00:00,30.29
9/20/2019 16:00:00,30.05
9/23/2019 16:00:00,30.64
9/24/2019 16:00:00,29.52
9/25/2019 16:00:00,29.54
9/26/2019 16:00:00,29.47
9/27/2019 16:00:00,28.72
9/30/2019 16:00:00,28.99
10/1/2019 16:00:00,28.76
10/2/2019 16:00:00,28.31
10/3/2019 16:00:00,28.68
10/4/2019 16:00:00,29.01
10/7/2019 16:00:00,28.93
10/8/2019 16:00:00,28.23
10/9/2019 16:00:00,28.46
10/10/2019 16:00:00,28.38
10/11/2019 16:00:00,29.75
10/14/2019 16:00:00,30.53
10/15/2019 16:00:00,30.72
10/16/2019 16:00:00,30.81
10/17/2019 16:00:00,31.14
10/18/2019 16:00:00,30.97
10/21/2019 16:00:00,32.03
10/22/2019 16:00:00,31.51
10/23/2019 16:00:00,31.36
10/24/2019 16:00:00,31.72
10/25/2019 16:00:00,32.71
10/28/2019 16:00:00,33.69
10/29/2019 16:00:00,33.03
10/30/2019 16:00:00,33.13
10/31/2019 16:00:00,33.93
11/1/2019 16:00:00,34.89
11/4/2019 16:00:00,36.29
11/5/2019 16:00:00,36.15
11/6/2019 16:00:00,35.93
11/7/2019 16:00:00,36.28
11/8/2019 16:00:00,36.29
11/11/2019 16:00:00,36.31
11/12/2019 16:00:00,36.71
11/13/2019 16:00:00,37.52
11/14/2019 16:00:00,38.35
11/15/2019 16:00:00,38.56
11/18/2019 16:00:00,39.88
11/19/2019 16:00:00,41.29
11/20/2019 16:00:00,40.98
11/21/2019 16:00:00,39.52
11/22/2019 16:00:00,39.15
11/25/2019 16:00:00,39.79
11/26/2019 16:00:00,38.99
11/27/2019 16:00:00,39.41
11/29/2019 13:00:00,39.15
12/2/2019 16:00:00,38.73
12/3/2019 16:00:00,38.9
12/4/2019 16:00:00,39.69
12/5/2019 16:00:00,39.62
12/6/2019 16:00:00,39.63
12/9/2019 16:00:00,38.93
12/10/2019 16:00:00,39.44
12/11/2019 16:00:00,39.47
12/12/2019 16:00:00,42.59
12/13/2019 16:00:00,41.15
12/16/2019 16:00:00,42.35
12/17/2019 16:00:00,42.77
12/18/2019 16:00:00,42.3
12/19/2019 16:00:00,42.83
12/20/2019 16:00:00,44.15
12/23/2019 16:00:00,45.46
12/24/2019 13:00:00,46.54
12/26/2019 16:00:00,46.63
12/27/2019 16:00:00,46.18
12/30/2019 16:00:00,45.52
12/31/2019 16:00:00,45.86
1/2/2020 16:00:00,49.1
1/3/2020 16:00:00,48.6
1/6/2020 16:00:00,48.39
1/7/2020 16:00:00,48.25
1/8/2020 16:00:00,47.83
1/9/2020 16:00:00,48.97
1/10/2020 16:00:00,48.17
1/13/2020 16:00:00,48.75
1/14/2020 16:00:00,48.21
1/15/2020 16:00:00,48.55
1/16/2020 16:00:00,49.77
1/17/2020 16:00:00,50.93
1/21/2020 16:00:00,51.05
1/22/2020 16:00:00,51.43
1/23/2020 16:00:00,51.71
1/24/2020 16:00:00,50.35
1/27/2020 16:00:00,49.26
1/28/2020 16:00:00,50.53
1/29/2020 16:00:00,47.51
1/30/2020 16:00:00,48.78
1/31/2020 16:00:00,47
2/3/2020 16:00:00,48.02
2/4/2020 16:00:00,49.45
2/5/2020 16:00:00,49.84
2/6/2020 16:00:00,49.32
2/7/2020 16:00:00,49.73
2/10/2020 16:00:00,52.26
2/11/2020 16:00:00,53.8
2/12/2020 16:00:00,53.89
2/13/2020 16:00:00,54.53
2/14/2020 16:00:00,55.31
2/18/2020 16:00:00,56.89
2/19/2020 16:00:00,58.9
2/20/2020 16:00:00,57.27
2/21/2020 16:00:00,53.28
2/24/2020 16:00:00,49.12
2/25/2020 16:00:00,47.57
2/26/2020 16:00:00,47.49
2/27/2020 16:00:00,44.01
2/28/2020 16:00:00,45.48
3/2/2020 16:00:00,47.46
3/3/2020 16:00:00,46.75
3/4/2020 16:00:00,50.11
3/5/2020 16:00:00,48.11
3/6/2020 16:00:00,48.59
3/9/2020 16:00:00,43.27
3/10/2020 16:00:00,45.38
3/11/2020 16:00:00,45.7
3/12/2020 16:00:00,39.01
3/13/2020 16:00:00,43.9
3/16/2020 16:00:00,38.71
3/17/2020 16:00:00,41.88
3/18/2020 16:00:00,39.12
3/19/2020 16:00:00,39.82
3/20/2020 16:00:00,39.61
3/23/2020 16:00:00,41.64
3/24/2020 16:00:00,46.22
3/25/2020 16:00:00,44.63
3/26/2020 16:00:00,47.5
3/27/2020 16:00:00,46.58
3/30/2020 16:00:00,47.86
3/31/2020 16:00:00,45.48
4/1/2020 16:00:00,43.66
4/2/2020 16:00:00,44.49
4/3/2020 16:00:00,42.59
4/6/2020 16:00:00,47.52
4/7/2020 16:00:00,47.56
4/8/2020 16:00:00,48.79
4/9/2020 16:00:00,48.38
4/13/2020 16:00:00,50.94
4/14/2020 16:00:00,54.93
4/15/2020 16:00:00,54.99
4/16/2020 16:00:00,56.95
4/17/2020 16:00:00,56.6
4/20/2020 16:00:00,56.97
4/21/2020 16:00:00,52.92
4/22/2020 16:00:00,55.92
4/23/2020 16:00:00,55.9
4/24/2020 16:00:00,56.18
4/27/2020 16:00:00,56.49
4/28/2020 16:00:00,55.51
4/29/2020 16:00:00,53.66
4/30/2020 16:00:00,52.39
5/1/2020 16:00:00,49.88
